retriever,Model,agreement_id,question,gold_answer,pred_answer,confidence,time
bm25,jasu_legalbert,Agreement_15,Do I need a guarantor?,"A UK based guarantor is required for all tenants wishing to
pay by instalments, if you choose to pay the full rent in advance to
moving in then a guarantor is not required.",they need not provide a Guarantor,0.1488758623600006,0.07027006149291992
bm25,nlpaueb_legalbert,Agreement_15,Do I need a guarantor?,"A UK based guarantor is required for all tenants wishing to
pay by instalments, if you choose to pay the full rent in advance to
moving in then a guarantor is not required.",ANYONE OTHER THAN THE GUARANTOR,0.00023398628400173038,0.07514715194702148
bm25,atharvamundada_bertlarge_legal,Agreement_15,Do I need a guarantor?,"A UK based guarantor is required for all tenants wishing to
pay by instalments, if you choose to pay the full rent in advance to
moving in then a guarantor is not required.",they need not provide a Guarantor,0.2172829806804657,0.29862403869628906
bm25,jasu_legalbert,Agreement_15,When I should pay the first payment?,"The first payment is due before the Tenant accepts the
keys for the Room.",written demand,0.09891936182975769,0.07996988296508789
bm25,nlpaueb_legalbert,Agreement_15,When I should pay the first payment?,"The first payment is due before the Tenant accepts the
keys for the Room.",use and enjoyment of the Room by or through,0.00010564714466454461,0.09014034271240234
bm25,atharvamundada_bertlarge_legal,Agreement_15,When I should pay the first payment?,"The first payment is due before the Tenant accepts the
keys for the Room.",when it falls due,0.9564274549484253,0.35548853874206543
bm25,jasu_legalbert,Agreement_15,Does the rent include the cost for utilities?,"Included in the Rent is an allowance towards utility costs of
£250. The Landlord reserves the right to recharge to the Tenant any
additional costs incurred above this amount for utilities (water,
electricity, gas). These costs will be monitored by the accommodation
team and notification of excess energy consumption as soon as
practical.",250,0.4959825277328491,0.09715509414672852
bm25,nlpaueb_legalbert,Agreement_15,Does the rent include the cost for utilities?,"Included in the Rent is an allowance towards utility costs of
£250. The Landlord reserves the right to recharge to the Tenant any
additional costs incurred above this amount for utilities (water,
electricity, gas). These costs will be monitored by the accommodation
team and notification of excess energy consumption as soon as
practical.",30pm and 8.00am and nevertheless outside those hours not to be,0.0001411438570357859,0.10045981407165527
bm25,atharvamundada_bertlarge_legal,Agreement_15,Does the rent include the cost for utilities?,"Included in the Rent is an allowance towards utility costs of
£250. The Landlord reserves the right to recharge to the Tenant any
additional costs incurred above this amount for utilities (water,
electricity, gas). These costs will be monitored by the accommodation
team and notification of excess energy consumption as soon as
practical.",an allowance towards utility costs of 250,0.05620560050010681,0.3057734966278076
bm25,jasu_legalbert,Agreement_15,Is there any penalty for late paid payments?,"If payment of Rent or any other amount under this
agreement is paid late, the Tenant must pay interest at the rate of 1%
1
above the base lending rate of The Royal Bank of Scotland plc from
time to time on the outstanding amount from the due date until
payment is received in full.",the Tenant will still be liable for the whole Rent for the full Residential Period,0.013271700590848923,0.10850763320922852
bm25,nlpaueb_legalbert,Agreement_15,Is there any penalty for late paid payments?,"If payment of Rent or any other amount under this
agreement is paid late, the Tenant must pay interest at the rate of 1%
1
above the base lending rate of The Royal Bank of Scotland plc from
time to time on the outstanding amount from the due date until
payment is received in full.",full to the Tenant. The Reservation Fee,0.00012340351531747729,0.11695003509521484
bm25,atharvamundada_bertlarge_legal,Agreement_15,Is there any penalty for late paid payments?,"If payment of Rent or any other amount under this
agreement is paid late, the Tenant must pay interest at the rate of 1%
1
above the base lending rate of The Royal Bank of Scotland plc from
time to time on the outstanding amount from the due date until
payment is received in full.",the Reservation Fee will be returned in full to the Tenant,0.5156899690628052,0.39885616302490234
bm25,jasu_legalbert,Agreement_15,Could I cancel my booking after I paid the reservation Fee?,"Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.",termination of your agreement but will not release the Tenant from any outstanding obligation,0.08563021570444107,0.10673046112060547
bm25,nlpaueb_legalbert,Agreement_15,Could I cancel my booking after I paid the reservation Fee?,"Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.",30pm and 8.00am and nevertheless outside those hours not to be,0.00013452953135129064,0.12033605575561523
bm25,atharvamundada_bertlarge_legal,Agreement_15,Could I cancel my booking after I paid the reservation Fee?,"Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.",the Reservation Fee will be returned in full to the Tenant,0.2492460161447525,0.33914947509765625
bm25,jasu_legalbert,Agreement_15,Could I leave my room before the end of the tenancy?,"In the event that you want to terminate this agreement
prior to the end of the Residential Period, you will need to find another
tenant to replace you and take over your tenancy. Your tenancy period
is for the Residential Period stated in Clause 2 of this agreement;
whomever takes over the tenancy must take over the tenancy for the
remaining period – A £50 admin fee will apply to set up a replacement
tenant.",you want to terminate this agreement prior to the end of the Residential Period,0.01973736472427845,0.10664176940917969
bm25,nlpaueb_legalbert,Agreement_15,Could I leave my room before the end of the tenancy?,"In the event that you want to terminate this agreement
prior to the end of the Residential Period, you will need to find another
tenant to replace you and take over your tenancy. Your tenancy period
is for the Residential Period stated in Clause 2 of this agreement;
whomever takes over the tenancy must take over the tenancy for the
remaining period – A £50 admin fee will apply to set up a replacement
tenant.",MyDeposits Scotland with bank details to which,0.00012542505282908678,0.11595344543457031
bm25,atharvamundada_bertlarge_legal,Agreement_15,Could I leave my room before the end of the tenancy?,"In the event that you want to terminate this agreement
prior to the end of the Residential Period, you will need to find another
tenant to replace you and take over your tenancy. Your tenancy period
is for the Residential Period stated in Clause 2 of this agreement;
whomever takes over the tenancy must take over the tenancy for the
remaining period – A £50 admin fee will apply to set up a replacement
tenant.","Not carry on any trade, profession or business, on or from the Flat",0.0835062712430954,0.39770054817199707
bm25,jasu_legalbert,Agreement_15,When I should pay the Reservation Fee?,"The Tenant shall pay the Reservation Fee on or before the
date of this agreement.
2",on or before the date of this agreement,0.5554646849632263,0.09669947624206543
bm25,nlpaueb_legalbert,Agreement_15,When I should pay the Reservation Fee?,"The Tenant shall pay the Reservation Fee on or before the
date of this agreement.
2",Full name Date Note - If upon routine checking,0.00014213781105354428,0.10422849655151367
bm25,atharvamundada_bertlarge_legal,Agreement_15,When I should pay the Reservation Fee?,"The Tenant shall pay the Reservation Fee on or before the
date of this agreement.
2",upon commencement of the Tenancy,0.7987240552902222,0.354475736618042
bm25,jasu_legalbert,Agreement_15,Is the Reservation Fee refundable?,"- Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.
- If for whatever reason the Landlord is not able to make an offer of
accommodation to the Tenant, or to provide the Room to the Tenant,
the Reservation Fee will be returned in full to the Tenant.
The Reservation Fee is otherwise non-refundable.",non-refundable,0.42084723711013794,0.09558773040771484
bm25,nlpaueb_legalbert,Agreement_15,Is the Reservation Fee refundable?,"- Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.
- If for whatever reason the Landlord is not able to make an offer of
accommodation to the Tenant, or to provide the Room to the Tenant,
the Reservation Fee will be returned in full to the Tenant.
The Reservation Fee is otherwise non-refundable.",Full name Date Note - If upon routine checking,0.00014841540541965514,0.1024329662322998
bm25,atharvamundada_bertlarge_legal,Agreement_15,Is the Reservation Fee refundable?,"- Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.
- If for whatever reason the Landlord is not able to make an offer of
accommodation to the Tenant, or to provide the Room to the Tenant,
the Reservation Fee will be returned in full to the Tenant.
The Reservation Fee is otherwise non-refundable.",The Reservation Fee is otherwise non-refundable,0.35554635524749756,0.34645819664001465
bm25,jasu_legalbert,Agreement_15,How many are the rent instalments?,12 instalments.,three,0.7782312631607056,0.06719613075256348
bm25,nlpaueb_legalbert,Agreement_15,How many are the rent instalments?,12 instalments.,ANYONE OTHER THAN THE GUARANTOR,0.0002363983221584931,0.07423782348632812
bm25,atharvamundada_bertlarge_legal,Agreement_15,How many are the rent instalments?,12 instalments.,three,0.6597291231155396,0.2520182132720947
bm25,jasu_legalbert,Agreement_15,When should I pay the deposit?,"The Reservation Fee will be used as part payment of the
Deposit at the commencement of the Residential Period. The
balance of the Deposit due will be collected with the first rental
payment.",written demand,0.16343267261981964,0.08256030082702637
bm25,nlpaueb_legalbert,Agreement_15,When should I pay the deposit?,"The Reservation Fee will be used as part payment of the
Deposit at the commencement of the Residential Period. The
balance of the Deposit due will be collected with the first rental
payment.",use and enjoyment of the Room by or through,0.00010624248534440994,0.09060025215148926
bm25,atharvamundada_bertlarge_legal,Agreement_15,When should I pay the deposit?,"The Reservation Fee will be used as part payment of the
Deposit at the commencement of the Residential Period. The
balance of the Deposit due will be collected with the first rental
payment.",when it falls due,0.9253453016281128,0.33895063400268555
bm25,jasu_legalbert,Agreement_15,What is the date of this agreement?,"It is the date specified under the Landlord's signature.
3",the date specified under the Landlord's signature below,0.29057860374450684,0.09583520889282227
bm25,nlpaueb_legalbert,Agreement_15,What is the date of this agreement?,"It is the date specified under the Landlord's signature.
3",full to the Tenant. The Reservation Fee,0.00012675661128014326,0.10221982002258301
bm25,atharvamundada_bertlarge_legal,Agreement_15,What is the date of this agreement?,"It is the date specified under the Landlord's signature.
3",the date specified under the Landlord's signature below,0.43368038535118103,0.35715651512145996
bm25,jasu_legalbert,Agreement_15,Do I refund the whole deposit?,"The balance of the Deposit shall be paid to the Tenant
less any reasonable costs incurred for the breach of any obligation
under this agreement.",the Tenant will still be liable for the whole Rent for the full Residential Period,0.04287174344062805,0.09486794471740723
bm25,nlpaueb_legalbert,Agreement_15,Do I refund the whole deposit?,"The balance of the Deposit shall be paid to the Tenant
less any reasonable costs incurred for the breach of any obligation
under this agreement.",full to the Tenant. The Reservation Fee,0.00012806180166080594,0.10194063186645508
bm25,atharvamundada_bertlarge_legal,Agreement_15,Do I refund the whole deposit?,"The balance of the Deposit shall be paid to the Tenant
less any reasonable costs incurred for the breach of any obligation
under this agreement.",the Reservation Fee will be returned in full to the Tenant,0.32365652918815613,0.3429696559906006
bm25,jasu_legalbert,Agreement_15,To whom will any interest earned on the deposit belong?,"Any interest earned on the Deposit will belong to the
Landlord.",the Landlord,0.7195602059364319,0.10446000099182129
bm25,nlpaueb_legalbert,Agreement_15,To whom will any interest earned on the deposit belong?,"Any interest earned on the Deposit will belong to the
Landlord.",tamper with any fire fighting/prevention equipment and could result in prosecution,0.00012963668268639594,0.11689376831054688
bm25,atharvamundada_bertlarge_legal,Agreement_15,To whom will any interest earned on the deposit belong?,"Any interest earned on the Deposit will belong to the
Landlord.",the Landlord,0.690050482749939,0.4004802703857422
bm25,jasu_legalbert,Agreement_15,When will I know the deductions from the deposit?,"The Management Company will tell the Tenant within 10
working days of the end date on this agreement if they propose to
make any deductions from the Deposit.",10 working days of the end date,0.06541496515274048,0.0975806713104248
bm25,nlpaueb_legalbert,Agreement_15,When will I know the deductions from the deposit?,"The Management Company will tell the Tenant within 10
working days of the end date on this agreement if they propose to
make any deductions from the Deposit.",to the Landlord. 6.8 As a tenant,0.0001313384564127773,0.1038064956665039
bm25,atharvamundada_bertlarge_legal,Agreement_15,When will I know the deductions from the deposit?,"The Management Company will tell the Tenant within 10
working days of the end date on this agreement if they propose to
make any deductions from the Deposit.",at the end of the tenancy,0.4019605219364166,0.3593013286590576
bm25,jasu_legalbert,Agreement_15,When the deposit will be returned?,"If the Tenant signs the vacating inspection sheet by way
of agreement as to the amount of the Deposit to be returned, the
Management Company will instruct for the Deposit to be returned
within 10 working days of the date on which the vacating inspection
sheet was signed, or the end of the Residential Period, whichever is
the later. If the Tenant vacates without arranging an inspection, the
Management Company will instruct for the return the Deposit, or part
of the Deposit, if any, within the timescales as set out in the Deposit
Regulations.
4",end of the tenancy,0.32839542627334595,0.08365488052368164
bm25,nlpaueb_legalbert,Agreement_15,When the deposit will be returned?,"If the Tenant signs the vacating inspection sheet by way
of agreement as to the amount of the Deposit to be returned, the
Management Company will instruct for the Deposit to be returned
within 10 working days of the date on which the vacating inspection
sheet was signed, or the end of the Residential Period, whichever is
the later. If the Tenant vacates without arranging an inspection, the
Management Company will instruct for the return the Deposit, or part
of the Deposit, if any, within the timescales as set out in the Deposit
Regulations.
4",MyDeposits Scotland with bank details to which,0.00013073327136225998,0.08646416664123535
bm25,atharvamundada_bertlarge_legal,Agreement_15,When the deposit will be returned?,"If the Tenant signs the vacating inspection sheet by way
of agreement as to the amount of the Deposit to be returned, the
Management Company will instruct for the Deposit to be returned
within 10 working days of the date on which the vacating inspection
sheet was signed, or the end of the Residential Period, whichever is
the later. If the Tenant vacates without arranging an inspection, the
Management Company will instruct for the return the Deposit, or part
of the Deposit, if any, within the timescales as set out in the Deposit
Regulations.
4",at the end of the tenancy,0.6619853377342224,0.3477187156677246
bm25,jasu_legalbert,Agreement_15,"Do I have the right to dispute any deductions from the
deposit?","If the Tenant disputes any deductions that have been
made from the Deposit, these should be notified to the Management
Company within 20 working days of the notification of charges.",If the Tenant,0.11385056376457214,0.08384966850280762
bm25,nlpaueb_legalbert,Agreement_15,"Do I have the right to dispute any deductions from the
deposit?","If the Tenant disputes any deductions that have been
made from the Deposit, these should be notified to the Management
Company within 20 working days of the notification of charges.",MyDeposits Scotland with bank details to which,0.00012445446918718517,0.09018850326538086
bm25,atharvamundada_bertlarge_legal,Agreement_15,"Do I have the right to dispute any deductions from the
deposit?","If the Tenant disputes any deductions that have been
made from the Deposit, these should be notified to the Management
Company within 20 working days of the notification of charges.",If the Tenant disputes any deductions that have been made from the Deposit,0.3283545672893524,0.30822038650512695
bm25,jasu_legalbert,Agreement_15,Could I change the internal colour of the flat?,"The Tenant will not change the internal or external colour
of the Flat.",Not change the internal or external colour of the Flat,0.18608257174491882,0.10749983787536621
bm25,nlpaueb_legalbert,Agreement_15,Could I change the internal colour of the flat?,"The Tenant will not change the internal or external colour
of the Flat.",30pm and 8.00am and nevertheless outside those hours not to be,0.00014303969510365278,0.1121981143951416
bm25,atharvamundada_bertlarge_legal,Agreement_15,Could I change the internal colour of the flat?,"The Tenant will not change the internal or external colour
of the Flat.",Not change the internal or external colour of the Flat,0.45695316791534424,0.3514585494995117
bm25,jasu_legalbert,Agreement_15,Could I sub-let my room?,"The Tenant will not assign or sub-let the Room or any part
thereof, or permit any other person to reside in, or occupy, the Room.",renting the Room to another person or persons,0.13077926635742188,0.09376144409179688
bm25,nlpaueb_legalbert,Agreement_15,Could I sub-let my room?,"The Tenant will not assign or sub-let the Room or any part
thereof, or permit any other person to reside in, or occupy, the Room.",MyDeposits Scotland with bank details to which,0.00012861297000199556,0.0999596118927002
bm25,atharvamundada_bertlarge_legal,Agreement_15,Could I sub-let my room?,"The Tenant will not assign or sub-let the Room or any part
thereof, or permit any other person to reside in, or occupy, the Room.",Not assign,0.047130025923252106,0.310011625289917
bm25,jasu_legalbert,Agreement_15,"Could I invite my friends to my flat on weekends to watch
football matches together?","The Tenant will not permit any television, hi-fi, radio,
musical instrument, or other sound producing equipment to be audible
outside the Room between the hours of 10.30pm and 8.00am and
nevertheless outside those hours not to be a nuisance or annoyance to
any neighbouring property.",Not change the internal or external colour of the Flat,0.0025387874338775873,0.1106114387512207
bm25,nlpaueb_legalbert,Agreement_15,"Could I invite my friends to my flat on weekends to watch
football matches together?","The Tenant will not permit any television, hi-fi, radio,
musical instrument, or other sound producing equipment to be audible
outside the Room between the hours of 10.30pm and 8.00am and
nevertheless outside those hours not to be a nuisance or annoyance to
any neighbouring property.",tamper with any fire fighting/prevention equipment and could result in prosecution,0.00012514315312728286,0.11673212051391602
bm25,atharvamundada_bertlarge_legal,Agreement_15,"Could I invite my friends to my flat on weekends to watch
football matches together?","The Tenant will not permit any television, hi-fi, radio,
musical instrument, or other sound producing equipment to be audible
outside the Room between the hours of 10.30pm and 8.00am and
nevertheless outside those hours not to be a nuisance or annoyance to
any neighbouring property.",could result in prosecution,0.0017321048071607947,0.39716005325317383
bm25,jasu_legalbert,Agreement_15,Could my friend bring his dog while he is visiting me?,"The Tenant will not keep any animal, bird or reptile at the
Flat.
5",Not change the internal or external colour of the Flat,0.00194683822337538,0.10658550262451172
bm25,nlpaueb_legalbert,Agreement_15,Could my friend bring his dog while he is visiting me?,"The Tenant will not keep any animal, bird or reptile at the
Flat.
5",MyDeposits Scotland with bank details to which,0.0001268166524823755,0.11664080619812012
bm25,atharvamundada_bertlarge_legal,Agreement_15,Could my friend bring his dog while he is visiting me?,"The Tenant will not keep any animal, bird or reptile at the
Flat.
5",.,0.006820264272391796,0.39606666564941406
bm25,jasu_legalbert,Agreement_15,Could I add more new locks to the flat?,"The Tenant will not make or have made any duplicate keys
to the Flat nor to replace or add any new locks to the Flat.",replace,0.02360730990767479,0.1076209545135498
bm25,nlpaueb_legalbert,Agreement_15,Could I add more new locks to the flat?,"The Tenant will not make or have made any duplicate keys
to the Flat nor to replace or add any new locks to the Flat.",30pm and 8.00am and nevertheless outside those hours not to be,0.00014018182992003858,0.11686110496520996
bm25,atharvamundada_bertlarge_legal,Agreement_15,Could I add more new locks to the flat?,"The Tenant will not make or have made any duplicate keys
to the Flat nor to replace or add any new locks to the Flat.",could result in prosecution,0.02298102341592312,0.34815478324890137
bm25,jasu_legalbert,Agreement_15,Could I smoke in my room?,"The Tenant will not smoke in any part of the Property
(including using ""e-cigarettes"", vaping machines/equipment or pipes of
any kind).",Not change the internal or external colour of the Flat,0.020062481984496117,0.11370730400085449
bm25,nlpaueb_legalbert,Agreement_15,Could I smoke in my room?,"The Tenant will not smoke in any part of the Property
(including using ""e-cigarettes"", vaping machines/equipment or pipes of
any kind).",tamper with any fire fighting/prevention equipment and could result in prosecution,0.0001395658473484218,0.11623430252075195
bm25,atharvamundada_bertlarge_legal,Agreement_15,Could I smoke in my room?,"The Tenant will not smoke in any part of the Property
(including using ""e-cigarettes"", vaping machines/equipment or pipes of
any kind).",smoke detectors,0.03337946906685829,0.35650038719177246
bm25,jasu_legalbert,Agreement_15,"If I am a part time university student, could I rent a room
in this property?","It is an essential condition of this agreement that the
Tenant is a student in full time education for the duration of the
Residential Period. The Tenant shall supply evidence of his or her
student status to the Landlord on request.",short assured tenancies,0.008182233199477196,0.10679817199707031
bm25,nlpaueb_legalbert,Agreement_15,"If I am a part time university student, could I rent a room
in this property?","It is an essential condition of this agreement that the
Tenant is a student in full time education for the duration of the
Residential Period. The Tenant shall supply evidence of his or her
student status to the Landlord on request.",30pm and 8.00am and nevertheless outside those hours not to be,0.00012748983863275498,0.1174771785736084
bm25,atharvamundada_bertlarge_legal,Agreement_15,"If I am a part time university student, could I rent a room
in this property?","It is an essential condition of this agreement that the
Tenant is a student in full time education for the duration of the
Residential Period. The Tenant shall supply evidence of his or her
student status to the Landlord on request.",Rent,0.38459229469299316,0.35131096839904785
bm25,jasu_legalbert,Agreement_15,"When should I deliver the keys of my room after the end
of the Residential Period ?","The Tenant will hand over to the Landlord or his agents by
12.00 noon on the last day of this agreement (howsoever ended) all
keys, fobs, door entry cards, or any other access devices, to the Flat, the
Room, and the Property.
6",once the Deposit has been filed,0.2797781825065613,0.10776376724243164
bm25,nlpaueb_legalbert,Agreement_15,"When should I deliver the keys of my room after the end
of the Residential Period ?","The Tenant will hand over to the Landlord or his agents by
12.00 noon on the last day of this agreement (howsoever ended) all
keys, fobs, door entry cards, or any other access devices, to the Flat, the
Room, and the Property.
6",MyDeposits Scotland with bank details to which,0.0001241113495780155,0.11942481994628906
bm25,atharvamundada_bertlarge_legal,Agreement_15,"When should I deliver the keys of my room after the end
of the Residential Period ?","The Tenant will hand over to the Landlord or his agents by
12.00 noon on the last day of this agreement (howsoever ended) all
keys, fobs, door entry cards, or any other access devices, to the Flat, the
Room, and the Property.
6",12.00 noon,0.1899130791425705,0.40756940841674805
bm25,jasu_legalbert,Agreement_15,How will I get the deposit at the end of the Tenancy?,"The Tenant will maintain a current and valid e-mail address
for communications with the Management Company and with
MyDeposits Scotland, the Deposit holders, and will provide
MyDeposits Scotland with bank details to which their Deposit (less any
deductions made in accordance with this agreement) should be
returned at the end of the tenancy.",bank details,0.3141576051712036,0.09683656692504883
bm25,nlpaueb_legalbert,Agreement_15,How will I get the deposit at the end of the Tenancy?,"The Tenant will maintain a current and valid e-mail address
for communications with the Management Company and with
MyDeposits Scotland, the Deposit holders, and will provide
MyDeposits Scotland with bank details to which their Deposit (less any
deductions made in accordance with this agreement) should be
returned at the end of the tenancy.",belong to the Landlord. 6.8 As a tenant,0.00012944042100571096,0.10329818725585938
bm25,atharvamundada_bertlarge_legal,Agreement_15,How will I get the deposit at the end of the Tenancy?,"The Tenant will maintain a current and valid e-mail address
for communications with the Management Company and with
MyDeposits Scotland, the Deposit holders, and will provide
MyDeposits Scotland with bank details to which their Deposit (less any
deductions made in accordance with this agreement) should be
returned at the end of the tenancy.",provide MyDeposits Scotland with bank details,0.26174473762512207,0.35193681716918945
bm25,jasu_legalbert,Agreement_15,"If total rent paid in advance, is a guarantor needed?","if the Tenant settles the Rent in advance in full then they
need not provide a Guarantor.",a guarantor is not required,0.23074917495250702,0.07235240936279297
bm25,nlpaueb_legalbert,Agreement_15,"If total rent paid in advance, is a guarantor needed?","if the Tenant settles the Rent in advance in full then they
need not provide a Guarantor.",ANYONE OTHER THAN THE GUARANTOR,0.00021599847241304815,0.07399916648864746
bm25,atharvamundada_bertlarge_legal,Agreement_15,"If total rent paid in advance, is a guarantor needed?","if the Tenant settles the Rent in advance in full then they
need not provide a Guarantor.",they need not provide a Guarantor,0.43565818667411804,0.29921579360961914
bm25,jasu_legalbert,Agreement_15,Could I provide my own fridge in my room?,"The Tenant will not use or permit to use any fridge,
freezer, storage heater, fan heater, convection heater or similar item
in the Flat other than any that may be supplied by the Landlord.",Not change the internal or external colour of the Flat,0.007957597263157368,0.11372756958007812
bm25,nlpaueb_legalbert,Agreement_15,Could I provide my own fridge in my room?,"The Tenant will not use or permit to use any fridge,
freezer, storage heater, fan heater, convection heater or similar item
in the Flat other than any that may be supplied by the Landlord.",30pm and 8.00am and nevertheless outside those hours not to be,0.00013634619244839996,0.11618304252624512
bm25,atharvamundada_bertlarge_legal,Agreement_15,Could I provide my own fridge in my room?,"The Tenant will not use or permit to use any fridge,
freezer, storage heater, fan heater, convection heater or similar item
in the Flat other than any that may be supplied by the Landlord.",use the Room as a single private residence only in the occupation of the Tenant,0.0048119137063622475,0.349658727645874
bm25,jasu_legalbert,Agreement_15,Could I put my bicycle in my flat?,"The Tenant will not bring any bicycles into any part of
the Property.",Breaching of any of these clauses could result in the termination of your agreement,0.011426794342696667,0.10986948013305664
bm25,nlpaueb_legalbert,Agreement_15,Could I put my bicycle in my flat?,"The Tenant will not bring any bicycles into any part of
the Property.",tamper with any fire fighting/prevention equipment and could result in prosecution,0.00013489129196386784,0.11824417114257812
bm25,atharvamundada_bertlarge_legal,Agreement_15,Could I put my bicycle in my flat?,"The Tenant will not bring any bicycles into any part of
the Property.","Not carry on any trade, profession or business, on or from the Flat",0.008617278188467026,0.39622044563293457
bm25,jasu_legalbert,Agreement_15,Could I keep my car in the property?,"The Tenant will not keep or permit to be kept any
motor car, motorcycles or other vehicle, trailer or caravan within
the grounds of the Property unless prior agreement has been
reached with the Landlord.
7",Keep the interior of the Flat,0.007028821390122175,0.10100436210632324
bm25,nlpaueb_legalbert,Agreement_15,Could I keep my car in the property?,"The Tenant will not keep or permit to be kept any
motor car, motorcycles or other vehicle, trailer or caravan within
the grounds of the Property unless prior agreement has been
reached with the Landlord.
7","trade, profession or business,",0.00012014865933451802,0.10550284385681152
bm25,atharvamundada_bertlarge_legal,Agreement_15,Could I keep my car in the property?,"The Tenant will not keep or permit to be kept any
motor car, motorcycles or other vehicle, trailer or caravan within
the grounds of the Property unless prior agreement has been
reached with the Landlord.
7",unless prior agreement has been reached with the Landlord,0.04020398110151291,0.3442261219024658
whoosh,jasu_legalbert,Agreement_15,Who is the management company for the property?,Collegiate AC Ltd.,,-1.0,1.1920928955078125e-06
whoosh,nlpaueb_legalbert,Agreement_15,Who is the management company for the property?,Collegiate AC Ltd.,,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_15,Who is the management company for the property?,Collegiate AC Ltd.,,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_15,Do I need a guarantor?,"A UK based guarantor is required for all tenants wishing to
pay by instalments, if you choose to pay the full rent in advance to
moving in then a guarantor is not required.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_15,Do I need a guarantor?,"A UK based guarantor is required for all tenants wishing to
pay by instalments, if you choose to pay the full rent in advance to
moving in then a guarantor is not required.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_15,Do I need a guarantor?,"A UK based guarantor is required for all tenants wishing to
pay by instalments, if you choose to pay the full rent in advance to
moving in then a guarantor is not required.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_15,When I should pay the first payment?,"The first payment is due before the Tenant accepts the
keys for the Room.",,-1.0,1.1920928955078125e-06
whoosh,nlpaueb_legalbert,Agreement_15,When I should pay the first payment?,"The first payment is due before the Tenant accepts the
keys for the Room.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_15,When I should pay the first payment?,"The first payment is due before the Tenant accepts the
keys for the Room.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_15,Does the rent include the cost for utilities?,"Included in the Rent is an allowance towards utility costs of
£250. The Landlord reserves the right to recharge to the Tenant any
additional costs incurred above this amount for utilities (water,
electricity, gas). These costs will be monitored by the accommodation
team and notification of excess energy consumption as soon as
practical.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_15,Does the rent include the cost for utilities?,"Included in the Rent is an allowance towards utility costs of
£250. The Landlord reserves the right to recharge to the Tenant any
additional costs incurred above this amount for utilities (water,
electricity, gas). These costs will be monitored by the accommodation
team and notification of excess energy consumption as soon as
practical.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_15,Does the rent include the cost for utilities?,"Included in the Rent is an allowance towards utility costs of
£250. The Landlord reserves the right to recharge to the Tenant any
additional costs incurred above this amount for utilities (water,
electricity, gas). These costs will be monitored by the accommodation
team and notification of excess energy consumption as soon as
practical.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_15,Is there any penalty for late paid payments?,"If payment of Rent or any other amount under this
agreement is paid late, the Tenant must pay interest at the rate of 1%
1
above the base lending rate of The Royal Bank of Scotland plc from
time to time on the outstanding amount from the due date until
payment is received in full.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_15,Is there any penalty for late paid payments?,"If payment of Rent or any other amount under this
agreement is paid late, the Tenant must pay interest at the rate of 1%
1
above the base lending rate of The Royal Bank of Scotland plc from
time to time on the outstanding amount from the due date until
payment is received in full.",,-1.0,2.384185791015625e-07
